No.,Chromosome ,start,end,DMR length (bp),No. CpGs in DMR,strand,pval,qval,Methylation difference (tumor/normal)* ,Genomic locus,Methylated in:
459,chr17,77721541,77722025,485,45,*,3.41507893954969E-06,8.18549877302153E-05,0.626311051893356,intergenic.NA,cADN and SSL specific markers
460,chr7,601181,601646,466,36,*,3.41507893954969E-06,8.18549877302153E-05,0.51486420959133,intron.PRKAR1B,cADN and SSL specific markers
461,chr10,7454460,7454853,394,32,*,3.41507893954969E-06,8.18549877302153E-05,0.669999356758914,1to5kb.SFMBT2,cADN and SSL specific markers
462,chr3,32860061,32860650,590,68,*,3.41507893954969E-06,8.18549877302153E-05,0.568996688526894,CDS.TRIM71/exon.TRIM71/intron.TRIM71,cADN and SSL specific markers
463,chr2,219738122,219738787,666,81,*,3.41507893954969E-06,8.18549877302153E-05,0.533999305174644,CDS.WNT6/exon.WNT6/3UTR.WNT6,cADN and SSL specific markers
464,chr5,31639699,31640154,456,36,*,3.41507893954969E-06,8.18549877302153E-05,0.575862996800359,intron.PDZD2,cADN and SSL specific markers
465,chr20,57089351,57089587,237,16,*,3.41507893954969E-06,8.18549877302153E-05,0.553058723749517,promoter.APCDD1L-DT/1to5kb.APCDD1L-DT/intron.APCDD1L,cADN and SSL specific markers
466,chr10,57390306,57390411,106,15,*,3.41507893954969E-06,8.18549877302153E-05,0.585015899025662,1to5kb.PCDH15,cADN and SSL specific markers
467,chr20,21684074,21684491,418,25,*,3.41507893954969E-06,8.18549877302153E-05,0.62042322394092,1to5kb.PAX1,cADN and SSL specific markers
468,chr18,25755556,25756068,513,42,*,3.41507893954969E-06,8.18549877302153E-05,0.612224294611064,intron.CDH2,cADN and SSL specific markers
469,chr5,119800623,119801193,571,27,*,3.41507893954969E-06,8.18549877302153E-05,0.598832759225706,intron.PRR16,cADN and SSL specific markers
470,chr10,22541903,22542738,836,80,*,3.41507893954969E-06,8.18549877302153E-05,0.622341834171383,exon.LOC100130992/3UTR.LOC100130992,cADN and SSL specific markers
471,chr8,97169846,97170431,586,47,*,3.41507893954969E-06,8.18549877302153E-05,0.539912894397605,intron.GDF6,cADN and SSL specific markers
472,chr10,23481121,23481776,656,81,*,3.41507893954969E-06,8.18549877302153E-05,0.565453448628434,promoter.PTF1A/CDS.PTF1A/exon.PTF1A,cADN and SSL specific markers
473,chr19,3785537,3785949,413,48,*,3.41507893954969E-06,8.18549877302153E-05,0.633110079089888,intron.MATK,cADN and SSL specific markers
474,chr2,47797218,47797647,430,61,*,3.41507893954969E-06,8.18549877302153E-05,0.615004921215206,promoter.KCNK12/CDS.KCNK12/exon.KCNK12/intron.MSH2,cADN and SSL specific markers
475,chr21,34392139,34392493,355,41,*,3.41507893954969E-06,8.18549877302153E-05,0.596414239544623,intergenic.NA,cADN and SSL specific markers
476,chr18,18822614,18823435,822,67,*,3.41507893954969E-06,8.18549877302153E-05,0.613533706330515,intron.GREB1L,cADN and SSL specific markers
477,chr5,113391548,113392117,570,43,*,3.41507893954969E-06,8.18549877302153E-05,0.550333985920262,intergenic.NA,cADN and SSL specific markers
478,chr9,100614813,100615357,545,33,*,3.41507893954969E-06,8.18549877302153E-05,0.60235195985052,promoter.FOXE1,cADN and SSL specific markers
479,chr9,22447568,22447694,127,15,*,3.41507893954969E-06,8.18549877302153E-05,0.687816272503045,CDS.DMRTA1/exon.DMRTA1,cADN and SSL specific markers
480,chr3,137483479,137484438,960,74,*,3.41507893954969E-06,8.18549877302153E-05,0.519901704395465,CDS.SOX14/5UTR.SOX14/exon.SOX14/3UTR.SOX14,cADN and SSL specific markers
481,chr11,125036088,125036505,418,31,*,3.41507893954969E-06,8.18549877302153E-05,0.631035369881408,intron.PKNOX2,cADN and SSL specific markers
482,chr11,91958279,91958540,262,25,*,3.41507893954969E-06,8.18549877302153E-05,0.606677656388274,intergenic.NA,cADN and SSL specific markers
483,chr11,131780329,131780608,280,49,*,3.41507893954969E-06,8.18549877302153E-05,0.556314391192188,promoter.NTM/intron.NTM,cADN and SSL specific markers
484,chr10,43600371,43600684,314,39,*,3.41507893954969E-06,8.18549877302153E-05,0.536792163222572,CDS.RET/5UTR.RET/exon.RET/intron.RET,cADN and SSL specific markers
485,chr5,54179234,54179780,547,42,*,3.41507893954969E-06,8.18549877302153E-05,0.600960668969033,intergenic.NA,cADN and SSL specific markers
486,chr7,90226297,90226732,436,25,*,3.41507893954969E-06,8.18549877302153E-05,0.634520926802866,intron.CDK14,cADN and SSL specific markers
487,chr5,31855004,31855607,604,42,*,3.41507893954969E-06,8.18549877302153E-05,0.585421147276236,promoter.PDZD2/5UTR.PDZD2/exon.PDZD2/intron.PDZD2,cADN and SSL specific markers
488,chr3,44038140,44038632,493,37,*,3.41507893954969E-06,8.18549877302153E-05,0.698577865364606,intergenic.NA,cADN and SSL specific markers
489,chr1,108506742,108507618,877,66,*,3.41507893954969E-06,8.18549877302153E-05,0.684105386903671,promoter.VAV3-AS1/promoter.VAV3/1to5kb.VAV3/CDS.VAV3/5UTR.VAV3/exon.VAV3-AS1/exon.VAV3/intron.VAV3-AS1/intron.VAV3,cADN and SSL specific markers
490,chr4,176923375,176923629,255,25,*,3.41507893954969E-06,8.18549877302153E-05,0.739784960375225,CDS.GPM6A/5UTR.GPM6A/exon.GPM6A/intron.GPM6A,cADN and SSL specific markers
491,chr2,66803623,66803965,343,20,*,3.41507893954969E-06,8.18549877302153E-05,0.502822936983635,intergenic.NA,cADN and SSL specific markers
492,chr16,86600908,86601648,741,74,*,3.41507893954969E-06,8.18549877302153E-05,0.52444751131601,CDS.FOXC2/5UTR.FOXC2/exon.FOXC2,cADN and SSL specific markers
493,chr1,146551399,146551840,442,37,*,3.41507893954969E-06,8.18549877302153E-05,0.612735666090833,intergenic.NA,cADN and SSL specific markers
494,chr9,101469903,101470346,444,40,*,3.41507893954969E-06,8.18549877302153E-05,0.512722037314758,intron.GABBR2,cADN and SSL specific markers
495,chr5,63801782,63802604,823,73,*,3.41507893954969E-06,8.18549877302153E-05,0.535695920240836,CDS.RGS7BP/5UTR.RGS7BP/exon.RGS7BP,cADN and SSL specific markers
496,chr2,105472654,105473480,827,96,*,3.41507893954969E-06,8.18549877302153E-05,0.567495557995743,1to5kb.PANTR1/CDS.POU3F3/exon.POU3F3/intergenic.NA,cADN and SSL specific markers
497,chr17,35294430,35294845,416,35,*,3.41507893954969E-06,8.18549877302153E-05,0.566286801193679,promoter.LHX1/promoter.NA/1to5kb.LHX1/5UTR.LHX1/exon.LHX1,cADN and SSL specific markers
498,chr1,242686917,242687141,225,18,*,3.41507893954969E-06,8.18549877302153E-05,0.534482359788442,intron.PLD5,cADN and SSL specific markers
499,chr11,32456234,32456460,227,21,*,3.41507893954969E-06,8.18549877302153E-05,0.635516086932203,promoter.WT1-AS/1to5kb.WT1-AS/1to5kb.NA/1to5kb.WT1/CDS.WT1/exon.WT1/intron.WT1,cADN and SSL specific markers
500,chr5,168727987,168728339,353,36,*,3.41507893954969E-06,8.18549877302153E-05,0.639294133619431,promoter.SLIT3/5UTR.SLIT3/exon.SLIT3,cADN and SSL specific markers
501,chr6,118229540,118229836,297,24,*,3.41507893954969E-06,8.18549877302153E-05,0.578336754954494,intron.SLC35F1,cADN and SSL specific markers
502,chr14,33402971,33403339,369,20,*,3.41507893954969E-06,8.18549877302153E-05,0.638018506649685,intergenic.NA,cADN and SSL specific markers
503,chr5,159399681,159399829,149,13,*,3.41507893954969E-06,8.18549877302153E-05,0.585335697834166,exon.ADRA1B/3UTR.ADRA1B,cADN and SSL specific markers
504,chr10,131767369,131767658,290,28,*,3.41507893954969E-06,8.18549877302153E-05,0.548359348275296,intergenic.NA,cADN and SSL specific markers
505,chr17,33700488,33700817,330,25,*,3.41507893954969E-06,8.18549877302153E-05,0.509786384605417,promoter.SLFN11/5UTR.SLFN11/exon.SLFN11/intron.SLFN11,cADN and SSL specific markers
506,chr4,85403831,85404245,415,38,*,3.41507893954969E-06,8.18549877302153E-05,0.508034202663991,intergenic.NA,cADN and SSL specific markers
507,chr19,36909249,36909921,673,70,*,3.41507893954969E-06,8.18549877302153E-05,0.620631203514944,promoter.ZFP82/1to5kb.LOC644189/5UTR.ZFP82/exon.ZFP82/intron.ZFP82,cADN and SSL specific markers
508,chr14,29234571,29235547,977,54,*,3.41507893954969E-06,8.18549877302153E-05,0.556185363989288,promoter.FOXG1/1to5kb.FOXG1,cADN and SSL specific markers
509,chr5,54083,54563,481,32,*,3.41507893954969E-06,8.18549877302153E-05,0.532406787714227,intergenic.NA,cADN and SSL specific markers
510,chr2,45170212,45170464,253,13,*,3.41507893954969E-06,8.18549877302153E-05,0.533852772880071,intron.SIX3,cADN and SSL specific markers
511,chr20,45279830,45280288,459,41,*,3.41507893954969E-06,8.18549877302153E-05,0.545989433810894,promoter.SLC13A3/CDS.SLC13A3/5UTR.SLC13A3/exon.SLC13A3/intron.SLC13A3,cADN and SSL specific markers
512,chr2,219736133,219736591,459,53,*,3.41507893954969E-06,8.18549877302153E-05,0.518677220417793,CDS.WNT6/exon.WNT6/intron.WNT6,cADN and SSL specific markers
513,chr11,31826334,31826708,375,32,*,3.41507893954969E-06,8.18549877302153E-05,0.613730941629876,promoter.PAX6/1to5kb.PAX6/intron.PAX6,cADN and SSL specific markers
514,chr5,7849806,7850394,589,38,*,3.41507893954969E-06,8.18549877302153E-05,0.546193977826315,intron.C5orf49,cADN and SSL specific markers
515,chr16,23847222,23847756,535,72,*,3.41507893954969E-06,8.18549877302153E-05,0.762893095221285,promoter.PRKCB/CDS.PRKCB/5UTR.PRKCB/exon.PRKCB/intron.PRKCB,cADN and SSL specific markers
516,chr4,44450120,44450489,370,44,*,3.41507893954969E-06,8.18549877302153E-05,0.615388552556659,CDS.KCTD8/exon.KCTD8,cADN and SSL specific markers
517,chr5,180076820,180077059,240,15,*,3.41507893954969E-06,8.18549877302153E-05,0.669923165034241,promoter.FLT4,cADN and SSL specific markers
518,chr4,82135577,82136228,652,53,*,3.41507893954969E-06,8.18549877302153E-05,0.627415120313913,promoter.PRKG2/5UTR.PRKG2/exon.PRKG2/intron.PRKG2,cADN and SSL specific markers
519,chr10,103044150,103044340,191,21,*,3.41507893954969E-06,8.18549877302153E-05,0.572611651395045,intergenic.NA,cADN and SSL specific markers
520,chr6,84419118,84419465,348,30,*,3.41507893954969E-06,8.18549877302153E-05,0.598976851592404,promoter.SNAP91/1to5kb.SNAP91/5UTR.SNAP91/exon.SNAP91,cADN and SSL specific markers
521,chr7,127672043,127672318,276,38,*,3.41507893954969E-06,8.18549877302153E-05,0.718740946829645,1to5kb.LRRC4/1to5kb.NA/intron.SND1,cADN and SSL specific markers
522,chr11,45686204,45686469,266,29,*,3.41507893954969E-06,8.18549877302153E-05,0.559281060936158,intron.CHST1,cADN and SSL specific markers
523,chr5,6448992,6449261,270,25,*,3.41507893954969E-06,8.18549877302153E-05,0.626670666064305,CDS.UBE2QL1/5UTR.UBE2QL1/exon.UBE2QL1,cADN and SSL specific markers
524,chr13,92051331,92051875,545,39,*,3.41507893954969E-06,8.18549877302153E-05,0.559470970554692,CDS.GPC5/exon.GPC5/intron.GPC5,cADN and SSL specific markers
525,chr19,7853304,7853472,169,13,*,3.41507893954969E-06,8.18549877302153E-05,0.701798380807451,exon.CLEC4GP1/intron.CLEC4GP1,cADN and SSL specific markers
526,chr3,68980861,68981124,264,14,*,3.41507893954969E-06,8.18549877302153E-05,0.533331524489668,intron.TAFA4,cADN and SSL specific markers
527,chr11,32460348,32460941,594,47,*,3.41507893954969E-06,8.18549877302153E-05,0.551572121042592,1to5kb.WT1/exon.WT1-AS/exon.NA,cADN and SSL specific markers
528,chr6,151561605,151561787,183,25,*,3.41507893954969E-06,8.18549877302153E-05,0.83746122141402,CDS.AKAP12/5UTR.AKAP12/exon.AKAP12,cADN and SSL specific markers
529,chr7,49813400,49813854,455,60,*,3.41507893954969E-06,8.18549877302153E-05,0.597173060695294,5UTR.VWC2/exon.VWC2/intron.VWC2,cADN and SSL specific markers
530,chr6,100060845,100061584,740,79,*,3.41507893954969E-06,8.18549877302153E-05,0.523528912280927,CDS.PRDM13/exon.PRDM13/intron.PRDM13,cADN and SSL specific markers
531,chr7,50344180,50344871,692,43,*,3.41507893954969E-06,8.18549877302153E-05,0.683885986054386,promoter.IKZF1/1to5kb.IKZF1/5UTR.IKZF1/exon.IKZF1/intron.IKZF1,cADN and SSL specific markers
532,chr10,8096979,8097415,437,37,*,3.41507893954969E-06,8.18549877302153E-05,0.630564350273585,1to5kb.GATA3-AS1/1to5kb.NA/5UTR.GATA3/exon.GATA3/intron.GATA3,cADN and SSL specific markers
533,chr1,75602046,75602283,238,32,*,3.41507893954969E-06,8.18549877302153E-05,0.518103847810275,1to5kb.NA/intron.LHX8,cADN and SSL specific markers
534,chr1,46951223,46951427,205,23,*,3.41507893954969E-06,8.18549877302153E-05,0.523266307625625,intergenic.NA,cADN and SSL specific markers
535,chr4,6473797,6474073,277,37,*,3.41507893954969E-06,8.18549877302153E-05,0.587174563694013,CDS.PPP2R2C/5UTR.PPP2R2C/exon.PPP2R2C/intron.PPP2R2C,cADN and SSL specific markers
536,chr2,144694902,144695293,392,46,*,3.41507893954969E-06,8.18549877302153E-05,0.619665358041637,intergenic.NA,cADN and SSL specific markers
537,chr10,133999928,134000215,288,31,*,3.41507893954969E-06,8.18549877302153E-05,0.589484609916343,promoter.DPYSL4,cADN and SSL specific markers
538,chr4,156681260,156681441,182,19,*,3.41507893954969E-06,8.18549877302153E-05,0.618819198170954,intron.GUCY1B1,cADN and SSL specific markers
539,chr6,150358726,150359393,668,55,*,3.41507893954969E-06,8.18549877302153E-05,0.547540681160006,intergenic.NA,cADN and SSL specific markers
540,chr5,159399322,159399510,189,27,*,3.41507893954969E-06,8.18549877302153E-05,0.630302105009545,CDS.ADRA1B/exon.ADRA1B/3UTR.ADRA1B,cADN and SSL specific markers
541,chr9,23820843,23821111,269,42,*,3.41507893954969E-06,8.18549877302153E-05,0.589831420446939,intron.ELAVL2,cADN and SSL specific markers
542,chr18,7116915,7117099,185,22,*,3.41507893954969E-06,8.18549877302153E-05,0.551342182380207,intron.LAMA1,cADN and SSL specific markers
543,chr18,4454070,4454362,293,26,*,3.41507893954969E-06,8.18549877302153E-05,0.635680050450923,intron.DLGAP1,cADN and SSL specific markers
544,chr18,25756245,25756701,457,20,*,3.41507893954969E-06,8.18549877302153E-05,0.716046533524353,intron.CDH2,cADN and SSL specific markers
545,chr11,111411661,111412074,414,34,*,3.41507893954969E-06,8.18549877302153E-05,0.691855860335504,promoter.LAYN/5UTR.LAYN/exon.LAYN/intron.LAYN,cADN and SSL specific markers
546,chr13,36045108,36045480,373,53,*,6.83015787909938E-06,9.92966623309574E-05,0.547907292108798,promoter.NBEA/intron.NBEA,cADN and SSL specific markers
547,chr2,131720690,131721235,546,64,*,3.41507893954969E-06,8.18549877302153E-05,0.55220171834937,intron.ARHGEF4,cADN and SSL specific markers
548,chr2,198651223,198651598,376,38,*,3.41507893954969E-06,8.18549877302153E-05,0.601682790504695,promoter.BOLL/1to5kb.BOLL,cADN and SSL specific markers
549,chr18,77557659,77557931,273,27,*,3.41507893954969E-06,8.18549877302153E-05,0.562419997151789,intergenic.NA,cADN and SSL specific markers
550,chr4,126237221,126237702,482,22,*,3.41507893954969E-06,8.18549877302153E-05,0.576003801520065,promoter.FAT4/CDS.FAT4/exon.FAT4,cADN and SSL specific markers
551,chr10,118897733,118898141,409,41,*,3.41507893954969E-06,8.18549877302153E-05,0.524224033770118,promoter.VAX1/5UTR.VAX1/exon.VAX1,cADN and SSL specific markers
552,chr3,68981800,68982141,342,27,*,3.41507893954969E-06,8.18549877302153E-05,0.611593311130886,promoter.TAFA4,cADN and SSL specific markers
553,chr19,15580266,15580725,460,54,*,3.41507893954969E-06,8.18549877302153E-05,0.551972691793627,1to5kb.RASAL3/CDS.PGLYRP2/exon.PGLYRP2/intron.PGLYRP2,cADN and SSL specific markers
554,chr5,38258654,38259214,561,57,*,3.41507893954969E-06,8.18549877302153E-05,0.551825344068805,CDS.EGFLAM/5UTR.EGFLAM/exon.EGFLAM/intron.EGFLAM,cADN and SSL specific markers
555,chr4,55097909,55098558,650,45,*,3.41507893954969E-06,8.18549877302153E-05,0.688829648731566,intron.PDGFRA,cADN and SSL specific markers
556,chr19,34973090,34973368,279,47,*,3.41507893954969E-06,8.18549877302153E-05,0.637167453520477,CDS.WTIP/exon.WTIP,cADN and SSL specific markers
557,chr7,93204257,93204969,713,36,*,3.41507893954969E-06,8.18549877302153E-05,0.538334651415694,promoter.CALCR,cADN and SSL specific markers
558,chr4,113431826,113432363,538,37,*,3.41507893954969E-06,8.18549877302153E-05,0.528542257581173,intergenic.NA,cADN and SSL specific markers
559,chr2,137522287,137522780,494,30,*,3.41507893954969E-06,8.18549877302153E-05,0.553359391237226,promoter.THSD7B,cADN and SSL specific markers
560,chr6,94127113,94127748,636,31,*,3.41507893954969E-06,8.18549877302153E-05,0.583922459821016,intron.EPHA7,cADN and SSL specific markers
561,chr12,8171310,8171789,480,50,*,3.41507893954969E-06,8.18549877302153E-05,0.620176063072561,intergenic.NA,cADN and SSL specific markers
562,chr10,91294806,91295755,950,90,*,3.41507893954969E-06,8.18549877302153E-05,0.586180767257657,promoter.SLC16A12/5UTR.SLC16A12/exon.SLC16A12/intron.SLC16A12,cADN and SSL specific markers
563,chr6,96463893,96464190,298,32,*,3.41507893954969E-06,8.18549877302153E-05,0.548453618477309,5UTR.FUT9/exon.FUT9/intron.FUT9,cADN and SSL specific markers
564,chr17,10102323,10102576,254,20,*,3.41507893954969E-06,8.18549877302153E-05,0.742801041733295,promoter.GAS7,cADN and SSL specific markers
565,chr3,134369594,134370268,675,63,*,3.41507893954969E-06,8.18549877302153E-05,0.514479051021288,promoter.KY/CDS.KY/5UTR.KY/exon.KY/intron.KY,cADN and SSL specific markers
566,chr10,94452201,94452480,280,22,*,3.41507893954969E-06,8.18549877302153E-05,0.579908495290166,CDS.HHEX/exon.HHEX/intron.HHEX,cADN and SSL specific markers
567,chr4,174450340,174450464,125,18,*,3.41507893954969E-06,8.18549877302153E-05,0.699939750276992,1to5kb.HAND2-AS1/CDS.HAND2/5UTR.HAND2/exon.HAND2,cADN and SSL specific markers
568,chr8,35093901,35094134,234,20,*,3.41507893954969E-06,8.18549877302153E-05,0.577494912030371,intron.UNC5D,cADN and SSL specific markers
569,chr1,44872559,44872770,212,21,*,3.41507893954969E-06,8.18549877302153E-05,0.595402821568124,intron.RNF220,cADN and SSL specific markers
570,chr5,178016540,178016918,379,39,*,3.41507893954969E-06,8.18549877302153E-05,0.524909566896109,CDS.COL23A1/5UTR.COL23A1/exon.COL23A1/intron.COL23A1,cADN and SSL specific markers
571,chr17,8926031,8926398,368,42,*,3.41507893954969E-06,8.18549877302153E-05,0.574719827780139,CDS.NTN1/exon.NTN1,cADN and SSL specific markers
572,chr19,41018526,41018998,473,67,*,3.41507893954969E-06,8.18549877302153E-05,0.547342027915408,CDS.SPTBN4/5UTR.SPTBN4/exon.SPTBN4,cADN and SSL specific markers
573,chr14,33403862,33404584,723,66,*,3.41507893954969E-06,8.18549877302153E-05,0.577965753420302,1to5kb.NPAS3,cADN and SSL specific markers
574,chr7,4998466,4998802,337,48,*,3.41507893954969E-06,8.18549877302153E-05,0.651495927170245,CDS.MMD2/5UTR.MMD2/exon.MMD2/intron.MMD2,cADN and SSL specific markers
575,chr15,30483910,30484168,259,24,*,3.41507893954969E-06,8.18549877302153E-05,0.600441879851533,1to5kb.LINC02249,cADN and SSL specific markers
576,chr13,79170845,79171654,810,51,*,3.41507893954969E-06,8.18549877302153E-05,0.556519119089028,intron.OBI1-AS1,cADN and SSL specific markers
577,chr13,112715933,112716151,219,20,*,3.41507893954969E-06,8.18549877302153E-05,0.544395952381242,intergenic.NA,cADN and SSL specific markers
578,chr16,25703753,25704006,254,30,*,3.41507893954969E-06,8.18549877302153E-05,0.740075583878257,CDS.HS3ST4/exon.HS3ST4,cADN and SSL specific markers
579,chr4,155253923,155254602,680,50,*,3.41507893954969E-06,8.18549877302153E-05,0.556946325333596,CDS.DCHS2/exon.DCHS2,cADN and SSL specific markers
580,chr14,100125672,100126020,349,49,*,3.41507893954969E-06,8.18549877302153E-05,0.5392421549617,CDS.HHIPL1/exon.HHIPL1/intron.HHIPL1,cADN and SSL specific markers
581,chr1,1475086,1475219,134,16,*,3.41507893954969E-06,8.18549877302153E-05,0.804108137722676,CDS.TMEM240/exon.TMEM240/intron.TMEM240,cADN and SSL specific markers
582,chr17,75369456,75369714,259,35,*,3.41507893954969E-06,8.18549877302153E-05,0.719720626786087,1to5kb.SEPTIN9/CDS.SEPTIN9/5UTR.SEPTIN9/exon.SEPTIN9/intron.SEPTIN9,cADN and SSL specific markers
583,chr18,70211430,70211974,545,36,*,3.41507893954969E-06,8.18549877302153E-05,0.588456208067268,promoter.CBLN2/1to5kb.CBLN2/5UTR.CBLN2/exon.CBLN2,cADN and SSL specific markers
584,chr3,137489595,137489903,309,25,*,3.41507893954969E-06,8.18549877302153E-05,0.627427211875863,1to5kb.NA,cADN and SSL specific markers
585,chr3,137490173,137490971,799,54,*,3.41507893954969E-06,8.18549877302153E-05,0.536507770538556,1to5kb.NA,cADN and SSL specific markers
586,chr20,37435477,37435846,370,26,*,3.41507893954969E-06,8.18549877302153E-05,0.508809608373057,intron.PPP1R16B,cADN and SSL specific markers
587,chr12,40618265,40618600,336,38,*,3.41507893954969E-06,8.18549877302153E-05,0.570499142580043,promoter.LRRK2,cADN and SSL specific markers
588,chr19,10624756,10625029,274,30,*,3.41507893954969E-06,8.18549877302153E-05,0.50107658594425,CDS.S1PR5/CDS.NA/exon.S1PR5/exon.NA,cADN and SSL specific markers
589,chr2,241758169,241758435,267,27,*,3.41507893954969E-06,8.18549877302153E-05,0.543495159036226,intron.KIF1A,cADN and SSL specific markers
590,chr2,946557,946725,169,29,*,3.41507893954969E-06,8.18549877302153E-05,0.698720470628905,CDS.SNTG2/5UTR.SNTG2/exon.SNTG2,cADN and SSL specific markers
591,chr15,79724454,79724908,455,64,*,3.41507893954969E-06,8.18549877302153E-05,0.634895541042268,promoter.MINAR1/5UTR.MINAR1/exon.MINAR1/intron.MINAR1,cADN and SSL specific markers
592,chr13,36704612,36705128,517,35,*,3.41507893954969E-06,8.18549877302153E-05,0.571946045821359,intron.DCLK1,cADN and SSL specific markers
593,chr14,95235797,95236211,415,46,*,3.41507893954969E-06,8.18549877302153E-05,0.546531778028271,CDS.GSC/exon.GSC/intron.GSC,cADN and SSL specific markers
594,chr2,105461030,105461476,447,45,*,3.41507893954969E-06,8.18549877302153E-05,0.629892303791844,intron.PANTR1,cADN and SSL specific markers
595,chr12,95942706,95943078,373,35,*,3.41507893954969E-06,8.18549877302153E-05,0.526559369928268,promoter.USP44/1to5kb.USP44/intron.USP44,cADN and SSL specific markers
596,chr1,99470505,99470987,483,44,*,3.41507893954969E-06,8.18549877302153E-05,0.525316543999943,promoter.PLPPR5/intron.LOC100129620,cADN and SSL specific markers
597,chr9,841552,841909,358,36,*,3.41507893954969E-06,8.18549877302153E-05,0.634018843416107,promoter.DMRT1/CDS.DMRT1/5UTR.DMRT1/exon.DMRT1,cADN and SSL specific markers
598,chr11,134281626,134281802,177,29,*,3.41507893954969E-06,8.18549877302153E-05,0.61709368585611,promoter.LOC283177/5UTR.B3GAT1/exon.B3GAT1/intron.B3GAT1,cADN and SSL specific markers
599,chr16,54971539,54971805,267,21,*,3.41507893954969E-06,8.18549877302153E-05,0.516566243416071,intergenic.NA,cADN and SSL specific markers
600,chr5,158532221,158532577,357,24,*,3.41507893954969E-06,8.18549877302153E-05,0.58328467054281,intron.NA,cADN and SSL specific markers
601,chr1,4715345,4715710,366,52,*,3.41507893954969E-06,8.18549877302153E-05,0.615209637439018,CDS.AJAP1/5UTR.AJAP1/exon.AJAP1/intron.AJAP1,cADN and SSL specific markers
602,chr7,155174447,155174774,328,35,*,3.41507893954969E-06,8.18549877302153E-05,0.628224619041266,promoter.NA/exon.NA,cADN and SSL specific markers
603,chr13,36705366,36705537,172,24,*,3.41507893954969E-06,8.18549877302153E-05,0.758010177293869,promoter.DCLK1/5UTR.DCLK1/exon.DCLK1,cADN and SSL specific markers
604,chr5,127874478,127874944,467,35,*,3.41507893954969E-06,8.18549877302153E-05,0.527154599372991,promoter.FBN2/1to5kb.FBN2,cADN and SSL specific markers
605,chr15,74426790,74427362,573,45,*,3.41507893954969E-06,8.18549877302153E-05,0.523787271619677,CDS.ISLR2/CDS.NA/exon.ISLR2/exon.NA/3UTR.ISLR2,cADN and SSL specific markers
606,chr1,119550686,119551026,341,28,*,3.41507893954969E-06,8.18549877302153E-05,0.602968198927803,intergenic.NA,cADN and SSL specific markers
607,chr17,78451913,78452161,249,32,*,3.41507893954969E-06,8.18549877302153E-05,0.737800275190402,1to5kb.NPTX1,cADN and SSL specific markers
608,chr14,23821088,23821547,460,42,*,3.41507893954969E-06,8.18549877302153E-05,0.569499706115496,CDS.SLC22A17/5UTR.SLC22A17/exon.SLC22A17/intron.SLC22A17,cADN and SSL specific markers
609,chr1,35395551,35395905,355,31,*,3.41507893954969E-06,8.18549877302153E-05,0.66439834189629,intergenic.NA,cADN and SSL specific markers
610,chr19,30716113,30716562,450,28,*,3.41507893954969E-06,8.18549877302153E-05,0.551624964768339,intergenic.NA,cADN and SSL specific markers
611,chr19,39997905,39998372,468,49,*,3.41507893954969E-06,8.18549877302153E-05,0.530492749919129,CDS.DLL3/exon.DLL3/intron.DLL3,cADN and SSL specific markers
612,chr6,28602584,28603479,896,51,*,3.41507893954969E-06,8.18549877302153E-05,0.540726023386796,promoter.NA/1to5kb.NA,cADN and SSL specific markers
613,chr7,155241510,155241740,231,20,*,3.41507893954969E-06,8.18549877302153E-05,0.659038107460526,intergenic.NA,cADN and SSL specific markers
614,chr2,220223032,220223372,341,23,*,3.41507893954969E-06,8.18549877302153E-05,0.552582102960479,intergenic.NA,cADN and SSL specific markers
615,chr19,10024173,10024331,159,23,*,3.41507893954969E-06,8.18549877302153E-05,0.68924496600246,intron.OLFM2,cADN and SSL specific markers
616,chr20,58180229,58180404,176,20,*,3.41507893954969E-06,8.18549877302153E-05,0.701614655748867,intron.PHACTR3,cADN and SSL specific markers
617,chr7,19156592,19157010,419,68,*,3.41507893954969E-06,8.18549877302153E-05,0.659298845118697,promoter.NA/CDS.TWIST1/CDS.NA/5UTR.TWIST1/exon.TWIST1/exon.NA,cADN and SSL specific markers
618,chr19,1776132,1776415,284,29,*,3.41507893954969E-06,8.18549877302153E-05,0.601018636054219,intergenic.NA,cADN and SSL specific markers
619,chr9,115652774,115653319,546,48,*,3.41507893954969E-06,8.18549877302153E-05,0.570945153015771,promoter.SLC46A2/CDS.SLC46A2/5UTR.SLC46A2/exon.SLC46A2,cADN and SSL specific markers
620,chr6,152957811,152958121,311,43,*,3.41507893954969E-06,8.18549877302153E-05,0.558526871377584,promoter.SYNE1/5UTR.SYNE1/exon.SYNE1/intron.SYNE1,cADN and SSL specific markers
621,chr7,149487284,149487692,409,62,*,3.41507893954969E-06,8.18549877302153E-05,0.536601385470628,CDS.SSPO/exon.SSPO/intron.SSPO,cADN and SSL specific markers
622,chr3,185911345,185911945,601,55,*,3.41507893954969E-06,8.18549877302153E-05,0.503661282308161,intron.DGKG,cADN and SSL specific markers
623,chr12,29937188,29937610,423,34,*,3.41507893954969E-06,8.18549877302153E-05,0.609805967405687,promoter.TMTC1/1to5kb.TMTC1/5UTR.TMTC1/exon.TMTC1/intron.TMTC1,cADN and SSL specific markers
